Store,CardID,EAN,Category,MedType,SW2Key,Revenue,RevenueInc.,Qty,TransactionType,BookingDate
6,6233952299,9993,4,32,22,31.94,31.94,1.0,1,2018-07-01
1,66427326499,9993,4,32,22,31.94,31.94,1.0,1,2018-07-01
10,94365889499,9995,4,32,22,45.49,45.49,1.0,1,2018-07-02
6,91589091699,9994,4,32,22,48.31,48.31,2.0,1,2018-07-02
10,1486109099,10000,5,32,22,46.5,45.5,1.0,1,2018-07-02
1,40606096099,9986,1,34,22,18.26,18.26,1.0,1,2018-07-03
3,44311294199,9985,1,34,22,39.42,39.42,1.0,1,2018-07-03
5,1486109099,9993,4,32,22,31.94,31.94,1.0,1,2018-07-03
3,91589091699,9993,4,32,22,31.94,31.94,1.0,1,2018-07-03
7,88367561299,9986,1,34,22,127.85,127.85,7.0,1,2018-07-05
8,85973721499,9985,1,34,22,39.42,39.42,1.0,1,2018-07-05
3,71582711699,9994,4,32,22,24.16,24.16,1.0,1,2018-07-05
2,8694598599,9997,4,32,22,115.51,115.51,2.0,1,2018-07-06
5,40804109399,9998,5,32,22,152.64,148.64,4.0,1,2018-07-06
7,48219264099,9998,5,32,22,38.16,37.16,1.0,1,2018-07-06
8,25929476999,9993,4,32,22,31.94,31.94,1.0,1,2018-07-07
4,84237647199,9998,5,32,22,38.16,37.16,1.0,1,2018-07-07
1,32819586299,9995,4,32,22,318.44,318.44,7.0,1,2018-07-09
1,11216669699,9986,1,34,22,18.26,18.26,1.0,1,2018-07-09
5,78728477699,9998,5,32,22,152.64,148.64,4.0,1,2018-07-10
8,22976009399,9998,5,32,22,38.16,37.16,1.0,1,2018-07-10
4,11216669699,9988,2,38,24,41.88,41.88,1.0,1,2018-07-10
6,6233952299,9993,4,32,22,31.94,31.94,1.0,1,2018-07-11
4,47209937199,9986,1,34,22,36.53,36.53,2.0,1,2018-07-11
9,96338712999,9996,4,32,22,54.4,54.4,1.0,1,2018-07-11
4,1486109099,9996,4,32,22,54.4,54.4,1.0,1,2018-07-11
2,75304280399,9999,5,32,22,181.36,181.36,7.0,1,2018-07-12
5,28342384899,10000,5,32,22,46.5,45.5,1.0,3,2018-07-12
9,14379876899,9998,5,32,22,38.16,37.16,1.0,1,2018-07-12
9,58994904699,9997,4,32,22,57.76,57.76,1.0,1,2018-07-13
6,66736159399,10000,5,32,22,46.5,45.5,1.0,1,2018-07-13
9,44777928599,9989,2,38,24,56.46,56.46,1.0,1,2018-07-14
4,79903631099,9994,4,32,22,24.16,24.16,1.0,1,2018-07-14
6,59681386599,10000,5,32,22,46.5,45.5,1.0,1,2018-07-14
1,58929958299,9989,2,38,24,56.46,56.46,1.0,1,2018-07-14
10,43966876099,9995,4,32,22,45.49,45.49,1.0,1,2018-07-15
9,44777928599,9989,2,38,24,56.46,56.46,1.0,1,2018-07-15
10,14374117099,9996,4,32,22,54.4,54.4,1.0,1,2018-07-16
1,62999140399,9991,2,38,24,28.54,28.54,1.0,1,2018-07-16
2,96338712999,9993,4,32,22,31.94,31.94,1.0,1,2018-07-16
1,97820077399,9998,5,32,22,38.16,37.16,1.0,1,2018-07-18
2,55827754899,9994,4,32,22,24.16,24.16,1.0,1,2018-07-18
9,6233952299,9987,2,38,24,34.5,34.5,1.0,1,2018-07-19
4,71548768099,9990,2,38,24,15.34,15.34,1.0,1,2018-07-20
1,71548768099,9986,1,34,22,18.26,18.26,1.0,1,2018-07-20
7,59681386599,9989,2,38,24,225.84,225.84,4.0,1,2018-07-21
5,66812863699,9987,2,38,24,34.5,34.5,1.0,1,2018-07-21
5,75304280399,9993,4,32,22,31.94,31.94,1.0,1,2018-07-22
3,16961933299,9993,4,32,22,31.94,31.94,1.0,5,2018-07-22
2,43966876099,9991,2,38,24,85.61,85.61,3.0,1,2018-07-23
4,32819586299,9994,4,32,22,48.31,48.31,2.0,1,2018-07-24
3,11216669699,9998,5,32,22,38.16,37.16,1.0,3,2018-07-25
6,22976009399,9995,4,32,22,45.49,45.49,1.0,1,2018-07-25
1,66427326499,9990,2,38,24,15.34,15.34,1.0,1,2018-07-26
4,47209937199,9992,3,34,22,254.86,240.86,7.0,1,2018-07-26
5,26506134899,9989,2,38,24,56.46,56.46,1.0,1,2018-07-26
7,9502970899,9992,3,34,22,254.86,240.86,7.0,1,2018-07-28
7,78973681999,10000,5,32,22,186.0,182.0,4.0,1,2018-07-28
2,91902775799,9996,4,32,22,54.4,54.4,1.0,5,2018-07-30
2,40804109399,9987,2,38,24,34.5,34.5,1.0,1,2018-07-30
8,44311294199,9991,2,38,24,114.14,114.14,4.0,1,2018-07-30
5,59681386599,9993,4,32,22,31.94,31.94,1.0,1,2018-07-31
