01.05.2017	00:00:00	6	58994904699	9985	1	34	22	39,42	EUR	39,42	EUR	1	ST	1	01.05.2017
01.05.2017	01:00:00	4	65801188599	9988	2	38	24	41,88	EUR	41,88	EUR	1	ST	1	01.05.2017
01.05.2017	02:00:00	1	48219264099	9999	5	32	22	181,36	EUR	181,36	EUR	7	ST	1	01.05.2017
03.05.2017	03:00:00	10	31274556699	9991	2	38	24	28,54	EUR	28,54	EUR	1	ST	1	03.05.2017
03.05.2017	04:00:00	4	27924459899	9994	4	32	22	96,62	EUR	96,62	EUR	4	ST	1	03.05.2017
03.05.2017	05:00:00	4	49492115699	9995	4	32	22	45,49	EUR	45,49	EUR	1	ST	1	03.05.2017
03.05.2017	06:00:00	9	9502970899	9985	1	34	22	39,42	EUR	39,42	EUR	1	ST	1	03.05.2017
04.05.2017	07:00:00	2	12250261099	9989	2	38	24	56,46	EUR	56,46	EUR	1	ST	1	04.05.2017
04.05.2017	08:00:00	8	82364801499	9991	2	38	24	28,54	EUR	28,54	EUR	1	ST	1	04.05.2017
05.05.2017	09:00:00	2	79903631099	9999	5	32	22	77,72	EUR	77,72	EUR	3	ST	1	05.05.2017
05.05.2017	10:00:00	4	66736159399	10000	5	32	22	46,50	EUR	45,50	EUR	1	ST	1	05.05.2017
06.05.2017	11:00:00	10	94365889499	9987	2	38	24	34,50	EUR	34,50	EUR	1	ST	1	06.05.2017
06.05.2017	12:00:00	8	32800870099	9996	4	32	22	163,19	EUR	163,19	EUR	3	ST	1	06.05.2017
07.05.2017	13:00:00	4	71754214299	9998	5	32	22	38,16	EUR	37,16	EUR	1	ST	1	07.05.2017
07.05.2017	14:00:00	9	44777928599	9987	2	38	24	34,50	EUR	34,50	EUR	1	ST	1	07.05.2017
07.05.2017	15:00:00	2	99355627099	9995	4	32	22	45,49	EUR	45,49	EUR	1	ST	1	07.05.2017
07.05.2017	16:00:00	9	58994904699	9998	5	32	22	38,16	EUR	37,16	EUR	1	ST	1	07.05.2017
07.05.2017	17:00:00	1	1486109099	9985	1	34	22	39,42	EUR	39,42	EUR	1	ST	1	07.05.2017
08.05.2017	18:00:00	3	34759040699	9985	1	34	22	39,42	EUR	39,42	EUR	1	ST	1	08.05.2017
08.05.2017	19:00:00	1	71548768099	9991	2	38	24	85,61	EUR	85,61	EUR	3	ST	1	08.05.2017
08.05.2017	20:00:00	8	66812863699	9990	2	38	24	15,34	EUR	15,34	EUR	1	ST	1	08.05.2017
09.05.2017	21:00:00	2	22976009399	9993	4	32	22	31,94	EUR	31,94	EUR	1	ST	1	09.05.2017
09.05.2017	22:00:00	10	19302247699	9992	3	34	22	109,22	EUR	103,22	EUR	3	ST	1	09.05.2017
09.05.2017	23:00:00	4	8694598599	9994	4	32	22	24,16	EUR	24,16	EUR	1	ST	3	09.05.2017
09.05.2017	00:00:00	1	66812863699	9994	4	32	22	24,16	EUR	24,16	EUR	1	ST	1	09.05.2017
10.05.2017	01:00:00	6	14374117099	9985	1	34	22	118,26	EUR	118,26	EUR	3	ST	1	10.05.2017
