02.01.2018	07:00:00	1	27924459899	9986	1	34	22	73,06	EUR	73,06	EUR	4,000	ST	1	02.01.2018
02.01.2018	08:00:00	5	66736159399	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	02.01.2018
02.01.2018	09:00:00	7	66736159399	9997	4	32	22	57,76	EUR	57,76	EUR	1,000	ST	1	02.01.2018
04.01.2018	10:00:00	2	59681386599	9992	3	34	22	72,82	EUR	68,82	EUR	2,000	ST	1	04.01.2018
04.01.2018	11:00:00	10	65801188599	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	04.01.2018
04.01.2018	12:00:00	9	88367561299	9998	5	32	22	38,16	EUR	37,16	EUR	1,000	ST	1	04.01.2018
04.01.2018	13:00:00	3	78728477699	9996	4	32	22	380,77	EUR	380,77	EUR	7,000	ST	1	04.01.2018
05.01.2018	14:00:00	6	14374117099	9985	1	34	22	39,42	EUR	39,42	EUR	1,000	ST	1	05.01.2018
05.01.2018	15:00:00	10	44777928599	9998	5	32	22	38,16	EUR	37,16	EUR	1,000	ST	1	05.01.2018
05.01.2018	16:00:00	2	66812863699	9988	2	38	24	41,88	EUR	41,88	EUR	1,000	ST	1	05.01.2018
06.01.2018	17:00:00	4	79838582699	9998	5	32	22	38,16	EUR	37,16	EUR	1,000	ST	1	06.01.2018
07.01.2018	18:00:00	6	40606096099	9988	2	38	24	41,88	EUR	41,88	EUR	1,000	ST	1	07.01.2018
07.01.2018	19:00:00	8	79838582699	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	07.01.2018
08.01.2018	20:00:00	9	13930565999	9987	2	38	24	34,5	EUR	34,5	EUR	1,000	ST	3	08.01.2018
09.01.2018	21:00:00	4	1486109099	9999	5	32	22	25,91	EUR	25,91	EUR	1,000	ST	1	09.01.2018
09.01.2018	22:00:00	5	99470078299	9986	1	34	22	18,26	EUR	18,26	EUR	1,000	ST	1	09.01.2018
10.01.2018	23:00:00	10	94365889499	9989	2	38	24	395,22	EUR	395,22	EUR	7,000	ST	1	10.01.2018
10.01.2018	00:00:00	10	75304280399	9993	4	32	22	31,94	EUR	31,94	EUR	1,000	ST	1	10.01.2018
10.01.2018	01:00:00	6	97820077399	9997	4	32	22	57,76	EUR	57,76	EUR	1,000	ST	1	10.01.2018
11.01.2018	02:00:00	4	34759040699	9986	1	34	22	18,26	EUR	18,26	EUR	1,000	ST	1	11.01.2018
11.01.2018	03:00:00	10	65801188599	9987	2	38	24	34,5	EUR	34,5	EUR	1,000	ST	1	11.01.2018
12.01.2018	04:00:00	9	71548768099	9992	3	34	22	254,86	EUR	240,86	EUR	7,000	ST	1	12.01.2018
12.01.2018	05:00:00	1	25929476999	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	1	12.01.2018
12.01.2018	06:00:00	4	75951562599	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	12.01.2018
12.01.2018	07:00:00	4	32819586299	9989	2	38	24	56,46	EUR	56,46	EUR	1,000	ST	1	12.01.2018
13.01.2018	08:00:00	1	85567458499	9997	4	32	22	57,76	EUR	57,76	EUR	1,000	ST	1	13.01.2018
13.01.2018	09:00:00	4	14374117099	9990	2	38	24	15,34	EUR	15,34	EUR	1,000	ST	1	13.01.2018
13.01.2018	10:00:00	1	26496615699	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	1	13.01.2018
13.01.2018	11:00:00	3	32800870099	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	13.01.2018
14.01.2018	12:00:00	8	85567458499	9985	1	34	22	39,42	EUR	39,42	EUR	1,000	ST	3	14.01.2018
14.01.2018	13:00:00	4	58929958299	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	1	14.01.2018
15.01.2018	14:00:00	8	66812863699	9999	5	32	22	25,91	EUR	25,91	EUR	1,000	ST	1	15.01.2018
15.01.2018	15:00:00	2	99355627099	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	15.01.2018
16.01.2018	16:00:00	3	30624301299	9986	1	34	22	18,26	EUR	18,26	EUR	1,000	ST	1	16.01.2018
16.01.2018	17:00:00	10	8694598599	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	1	16.01.2018
16.01.2018	18:00:00	7	98553018699	9998	5	32	22	38,16	EUR	37,16	EUR	1,000	ST	1	16.01.2018
17.01.2018	19:00:00	6	66427326499	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	17.01.2018
17.01.2018	20:00:00	4	26506134899	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	17.01.2018
18.01.2018	21:00:00	10	26506134899	9988	2	38	24	41,88	EUR	41,88	EUR	1,000	ST	3	18.01.2018
18.01.2018	22:00:00	5	16961933299	9986	1	34	22	18,26	EUR	18,26	EUR	1,000	ST	1	18.01.2018
19.01.2018	23:00:00	9	79903631099	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	19.01.2018
19.01.2018	00:00:00	4	66812863699	9992	3	34	22	36,41	EUR	34,41	EUR	1,000	ST	1	19.01.2018
19.01.2018	01:00:00	1	22976009399	9988	2	38	24	41,88	EUR	41,88	EUR	1,000	ST	1	19.01.2018
19.01.2018	02:00:00	6	66812863699	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	1	19.01.2018
20.01.2018	03:00:00	4	99470078299	9991	2	38	24	28,54	EUR	28,54	EUR	1,000	ST	1	20.01.2018
21.01.2018	04:00:00	4	66812863699	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	1	21.01.2018
21.01.2018	05:00:00	10	88367561299	9989	2	38	24	56,46	EUR	56,46	EUR	1,000	ST	1	21.01.2018
22.01.2018	06:00:00	10	71582711699	9999	5	32	22	25,91	EUR	25,91	EUR	1,000	ST	1	22.01.2018
22.01.2018	07:00:00	10	88367561299	9996	4	32	22	108,79	EUR	108,79	EUR	2,000	ST	1	22.01.2018
24.01.2018	08:00:00	10	75304280399	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	24.01.2018
24.01.2018	09:00:00	2	32800870099	9997	4	32	22	404,29	EUR	404,29	EUR	7,000	ST	1	24.01.2018
24.01.2018	10:00:00	7	66812863699	9988	2	38	24	41,88	EUR	41,88	EUR	1,000	ST	1	24.01.2018
24.01.2018	11:00:00	9	8694598599	9987	2	38	24	34,5	EUR	34,5	EUR	1,000	ST	1	24.01.2018
24.01.2018	12:00:00	6	38483897399	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	1	24.01.2018
24.01.2018	13:00:00	5	69235107099	9987	2	38	24	34,5	EUR	34,5	EUR	1,000	ST	1	24.01.2018
24.01.2018	14:00:00	1	62999140399	9993	4	32	22	31,94	EUR	31,94	EUR	1,000	ST	1	24.01.2018
25.01.2018	15:00:00	7	88367561299	9989	2	38	24	56,46	EUR	56,46	EUR	1,000	ST	1	25.01.2018
