02.10.2017	16:00:00	9	26496615699	9987	2	38	24	34,5	EUR	34,5	EUR	1,000	ST	1	02.10.2017
02.10.2017	17:00:00	3	91902775799	9989	2	38	24	56,46	EUR	56,46	EUR	1,000	ST	1	02.10.2017
03.10.2017	18:00:00	9	65801188599	9999	5	32	22	25,91	EUR	25,91	EUR	1,000	ST	1	03.10.2017
03.10.2017	19:00:00	1	44317763699	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	03.10.2017
04.10.2017	20:00:00	2	49492115699	9986	1	34	22	54,79	EUR	54,79	EUR	3,000	ST	1	04.10.2017
04.10.2017	21:00:00	6	13930565999	9985	1	34	22	39,42	EUR	39,42	EUR	1,000	ST	1	04.10.2017
05.10.2017	22:00:00	3	27924459899	9986	1	34	22	18,26	EUR	18,26	EUR	1,000	ST	1	05.10.2017
05.10.2017	23:00:00	10	79903631099	9988	2	38	24	167,52	EUR	167,52	EUR	4,000	ST	1	05.10.2017
06.10.2017	00:00:00	9	71582711699	9990	2	38	24	107,35	EUR	107,35	EUR	7,000	ST	1	06.10.2017
06.10.2017	01:00:00	5	49492115699	9991	2	38	24	28,54	EUR	28,54	EUR	1,000	ST	1	06.10.2017
07.10.2017	02:00:00	7	16961933299	9995	4	32	22	45,49	EUR	45,49	EUR	1,000	ST	5	07.10.2017
08.10.2017	03:00:00	7	76954778599	9999	5	32	22	25,91	EUR	25,91	EUR	1,000	ST	1	08.10.2017
08.10.2017	04:00:00	10	98553018699	9996	4	32	22	54,4	EUR	54,4	EUR	1,000	ST	1	08.10.2017
09.10.2017	05:00:00	10	27924459899	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	09.10.2017
09.10.2017	06:00:00	8	6871626099	9991	2	38	24	28,54	EUR	28,54	EUR	1,000	ST	1	09.10.2017
09.10.2017	07:00:00	9	75951562599	9993	4	32	22	31,94	EUR	31,94	EUR	1,000	ST	1	09.10.2017
10.10.2017	08:00:00	6	32800870099	9989	2	38	24	169,38	EUR	169,38	EUR	3,000	ST	1	10.10.2017
10.10.2017	09:00:00	1	55827754899	9986	1	34	22	127,85	EUR	127,85	EUR	7,000	ST	1	10.10.2017
11.10.2017	10:00:00	1	75951562599	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	11.10.2017
11.10.2017	11:00:00	4	40606096099	9999	5	32	22	77,72	EUR	77,72	EUR	3,000	ST	1	11.10.2017
11.10.2017	12:00:00	6	22976009399	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	11.10.2017
12.10.2017	13:00:00	10	31274556699	9996	4	32	22	54,4	EUR	54,4	EUR	1,000	ST	1	12.10.2017
12.10.2017	14:00:00	8	59681386599	9987	2	38	24	34,5	EUR	34,5	EUR	1,000	ST	1	12.10.2017
14.10.2017	15:00:00	4	44777928599	9985	1	34	22	39,42	EUR	39,42	EUR	1,000	ST	1	14.10.2017
14.10.2017	16:00:00	6	44777928599	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	14.10.2017
14.10.2017	17:00:00	3	6233952299	9985	1	34	22	39,42	EUR	39,42	EUR	1,000	ST	1	14.10.2017
14.10.2017	18:00:00	8	31274556699	9996	4	32	22	54,4	EUR	54,4	EUR	1,000	ST	1	14.10.2017
14.10.2017	19:00:00	5	14374117099	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	14.10.2017
14.10.2017	20:00:00	10	49492115699	9998	5	32	22	38,16	EUR	37,16	EUR	1,000	ST	1	14.10.2017
15.10.2017	21:00:00	7	11216669699	9991	2	38	24	28,54	EUR	28,54	EUR	1,000	ST	3	15.10.2017
16.10.2017	22:00:00	7	94365889499	9988	2	38	24	41,88	EUR	41,88	EUR	1,000	ST	1	16.10.2017
17.10.2017	23:00:00	6	66427326499	9993	4	32	22	31,94	EUR	31,94	EUR	1,000	ST	1	17.10.2017
18.10.2017	00:00:00	2	71754214299	9987	2	38	24	34,5	EUR	34,5	EUR	1,000	ST	1	18.10.2017
18.10.2017	01:00:00	9	13930565999	9988	2	38	24	41,88	EUR	41,88	EUR	1,000	ST	1	18.10.2017
18.10.2017	02:00:00	1	44311294199	9985	1	34	22	39,42	EUR	39,42	EUR	1,000	ST	1	18.10.2017
18.10.2017	03:00:00	5	96338712999	9994	4	32	22	24,16	EUR	24,16	EUR	1,000	ST	1	18.10.2017
18.10.2017	04:00:00	1	14379876899	10000	5	32	22	46,5	EUR	45,5	EUR	1,000	ST	1	18.10.2017
